"","geneID","logFC","logCPM","F","PValue","FDR"
"98","PBANKA_1135600",1.27755221847592,6.18927035967913,61.7186188568299,5.21725388127223e-06,1.62907434954372e-05
"99","PBANKA_1135700",0.562540444543135,8.33219036435356,7.13044028827424,0.0209120946551694,0.0294508030081058
"100","PBANKA_1136300",-0.784430392755912,6.84392570848479,23.0739531979267,0.000459327290373773,0.000883637797817457
"101","PBANKA_1140200",1.89498307385302,6.74560533236738,97.0034880175276,5.56038811910295e-07,2.32277699637527e-06
"102","PBANKA_1143000",1.33877636439629,6.53299184786928,67.9762025646489,3.20992049245204e-06,1.06552125876965e-05
"103","PBANKA_1200800",-2.08194629211591,8.73700255500432,81.6519437639255,1.35769652773567e-06,4.99640403733677e-06
"104","PBANKA_1202700",-2.92757486597947,10.2665070486207,167.115349334175,2.6993657365766e-08,1.83142152717529e-07
"105","PBANKA_1203700",-1.67900424510883,8.37599709812936,50.0950577132896,1.54008700246936e-05,4.24597007481241e-05
"106","PBANKA_1204400",0.359359254803069,8.08865926700575,3.75617655425163,0.0770551256374882,0.0985811307302165
"107","PBANKA_1205000",0.670778032250167,7.81993104768058,13.9173122861804,0.00298119364850332,0.00488568051209325
"108","PBANKA_1206800",3.09401842868471,3.99159283077612,113.286526506246,2.45584372659992e-07,1.16195768035362e-06
"109","PBANKA_1207700",-0.0187670768240158,5.76147787987868,0.00708452611276417,0.934355885984066,0.943220201317859
"110","PBANKA_1210200",-3.38850437058574,11.7883934003107,153.909291717713,4.3391816890341e-08,2.6860566500579e-07
"111","PBANKA_1216900",-0.422319283420221,5.57057918143977,5.37912024224584,0.0394904482139959,0.0530183922004407
"112","PBANKA_1217700",-1.25958558359589,8.55698698376112,37.5673510629353,5.63183888080503e-05,0.000134047522158141
"113","PBANKA_1223500",3.50428035977902,6.6794115853554,243.97104029792,3.76794752108453e-09,4.42158621148972e-08
"114","PBANKA_1230500",1.0005165358338,7.29101861918822,33.7313614417374,9.15719285580427e-05,0.000206904869185966
"115","PBANKA_1231400",-1.65623987715613,6.57567858502331,89.7691166782343,7.65974873148176e-07,3.07010674440104e-06
"116","PBANKA_1232100",0.394345522586796,7.35039027056852,4.20931025427565,0.0633592425725808,0.0824670562536802
"117","PBANKA_1232500",-0.781663680834557,7.87555198359837,14.6335067273695,0.00256127593391781,0.00425531433293836
"118","PBANKA_1233300",0.782628200891352,7.02903620689173,24.2660485147073,0.000374457967201291,0.000732332584332773
"119","PBANKA_1233500",0.896013774500026,8.41423741701179,18.1266789153132,0.00118148801641652,0.0020885059789836
"120","PBANKA_1234300",1.00903903362207,7.0715226151292,23.9931619927082,0.000404404314929596,0.000785618123190016
"121","PBANKA_1236300",-1.23330858680541,5.28705212320283,25.7903592272528,0.000301052654511728,0.000599438981165462
"122","PBANKA_1237600",-2.35241607742627,9.58290669673414,76.8294520733661,1.85369726821941e-06,6.53247185639702e-06
"123","PBANKA_1239800",0.720237160363214,6.42257384819475,8.8733179237264,0.0118928239201893,0.0173515950174798
"124","PBANKA_1242500",0.767647901487294,7.30670932969728,21.3738041174883,0.000622770177816352,0.00115972187480409
"125","PBANKA_1244000",-0.5908938640371,5.68966047070674,9.65316476514278,0.00940599718681172,0.0139663951023629
"126","PBANKA_1245800",2.29304424455406,6.24936569567309,115.19001758869,2.24800397782341e-07,1.08033738126529e-06
"127","PBANKA_1301300",-1.88330956455648,8.23543226629404,76.3130730776696,1.91849070966631e-06,6.74403343994993e-06
"128","PBANKA_1301700",1.6556507927998,6.62274911462544,103.022622112492,3.70569505630219e-07,1.65632346647943e-06
"129","PBANKA_1303000",0.319959944146771,5.16244948329532,1.7813396690546,0.20757657009473,0.243807579123376
"130","PBANKA_1307700",1.90447786717634,6.96027684931678,84.3840332505929,1.14628517096277e-06,4.3278827905205e-06
"131","PBANKA_1309000",0.0258279496277329,4.69959745990134,0.0107204072338659,0.919302388442483,0.930591406720532
"132","PBANKA_1309400",1.15190660783944,7.39425940086546,42.2348341295506,3.27678284655149e-05,8.31552999437848e-05
"133","PBANKA_1309700",1.34488072648141,7.95874470397139,39.8577915505428,4.50059584144123e-05,0.000109925664354411
"134","PBANKA_1314100",-0.435889739704849,6.32046486754096,8.0463068645913,0.015288843748229,0.0219566263585194
"135","PBANKA_1314300",-2.89634811145831,7.49451370442415,259.350242469198,2.33120986880947e-09,3.27285403884659e-08
"136","PBANKA_1317700",0.159049182902105,5.13046793116534,0.786129871357471,0.393088476519323,0.4364120325173
"137","PBANKA_1322700",-0.871917945852681,6.45714351126544,17.1207825708251,0.00147507451941513,0.00256169893715843
