"","logFC","logCPM","F","PValue","FDR"
"PY17X_1205800",3.51516197477885,8.91191158133117,677.50165423151,1.08859854251561e-10,6.86398775662514e-10
"PY17X_0606100",-5.45067206437906,5.18474982882927,677.192543778905,1.09110924394322e-10,6.87107676363736e-10
"PY17X_1431000",3.94383033668223,8.54983190333475,675.277814283505,1.10681650211746e-10,6.96114541179456e-10
"PY17X_0523600",-4.7057063032136,6.16109482728814,675.000540824168,1.10911342295654e-10,6.96675047423649e-10
"PY17X_0410600",-4.23324378493827,7.32537680302716,672.078131421349,1.13367239740568e-10,7.10470641585888e-10
"PY17X_1330700",4.35589676803204,7.21089701398065,672.046323582464,1.13394325563849e-10,7.10470641585888e-10
"PY17X_1102000",-3.26882156084445,5.91009377103254,671.819849417341,1.13587402415977e-10,7.10781775724222e-10
"PY17X_0832250",7.27742574851677,6.02359820736185,671.108955117567,1.14196021771988e-10,7.13689134807025e-10
"PY17X_1230900",3.08837720911974,8.98118042866425,670.560744863525,1.14668025581691e-10,7.15736441792014e-10
"PY17X_1338000",2.93565705589434,6.96130513650587,670.169693161899,1.15006142845732e-10,7.16943954645848e-10
"PY17X_1437200",3.51484985741718,8.02496573973175,668.896236206363,1.16115509405912e-10,7.22950332431782e-10
"PY17X_0607600",-7.4205663777564,6.20699578212963,666.971456024454,1.17816654030278e-10,7.32142099594812e-10
"PY17X_1441900",3.23640211915243,9.49570623576444,666.892256691008,1.17887287222893e-10,7.32142099594812e-10
"PY17X_1233700",4.57144801495733,7.77825396724915,664.983108285411,1.19605361485033e-10,7.4188256760929e-10
"PY17X_0211900",4.38888431554819,7.11951476006806,664.338119106488,1.20192551156408e-10,7.44592854413949e-10
"PY17X_1351000",-5.17494149963151,4.64944627004184,662.94572370313,1.21471961421559e-10,7.51579326848e-10
"PY17X_0917600",3.77759260448225,6.67159187611399,662.301581715173,1.22069339445822e-10,7.54333723557975e-10
"PY17X_1215800",7.38857569842233,7.38748657803334,661.582725895943,1.22740158693305e-10,7.57534528622692e-10
"PY17X_0405400",5.84093385922618,3.994804591033,661.331506948833,1.22975628769797e-10,7.58043801222779e-10
"PY17X_0521800",4.33370485487831,8.66775067352635,661.023260030625,1.23265289958631e-10,7.58416806972158e-10
"PY17X_1314300",3.45352187610594,8.10176171985163,660.941559922362,1.23342200649629e-10,7.58416806972158e-10
"PY17X_1364600",-5.28664568804986,5.27827820462771,660.582703307395,1.23680700494917e-10,7.59555826087746e-10
"PY17X_0809700",-4.19449369522636,4.2934747948485,659.752612080003,1.24467968065369e-10,7.63444616004912e-10
"PY17X_0904300",-4.7318494587161,11.2702021628806,658.965048922125,1.2522044546682e-10,7.67110664689198e-10
"PY17X_1426400",-4.91964178725659,4.34384644539997,658.613056189914,1.25558514717192e-10,7.68232097454817e-10
"PY17X_0720400",3.57421959026035,10.0679447916698,657.187777476434,1.269386167507e-10,7.75718600020305e-10
"PY17X_0824700",-2.83572082973299,7.45688397664178,655.387952827102,1.28707391143801e-10,7.85558904567337e-10
"PY17X_0822300",-3.81857206105398,9.76449823122873,654.586241243577,1.29504748236397e-10,7.89453299212277e-10
"PY17X_1219000",5.55970377999494,9.4427034621857,654.261733498226,1.29829171364633e-10,7.90458689537001e-10
"PY17X_0718900",2.91180815608456,9.27849834993949,653.779093786557,1.30313484104308e-10,7.91832379005115e-10
"PY17X_1111700",-3.17101222737243,6.97531084874877,653.718601338583,1.30374338431835e-10,7.91832379005115e-10
"PY17X_1113800",-5.04185627459551,5.90387333651991,653.162938039387,1.3093491798136e-10,7.94263712993414e-10
"PY17X_0935000",3.57622469074432,9.29763574088176,652.698282504315,1.31405897814419e-10,7.95916592052928e-10
"PY17X_0712200",-5.57011971728691,5.04599661935548,652.577565239769,1.31528589364679e-10,7.95916592052928e-10
"PY17X_0404700",-3.00626988191503,8.68083919866354,652.27122540897,1.31840554464454e-10,7.96831448690041e-10
"PY17X_0604800",3.40991444992473,8.05085583611888,651.929757756696,1.32189335509021e-10,7.97966317640329e-10
"PY17X_0837000",3.36836409900358,7.37127472826737,651.610097275389,1.32516842332629e-10,7.989701588814e-10
"PY17X_1363600",-2.99593456532195,7.81519438076711,650.812780231479,1.3333796642369e-10,8.02944060262218e-10
"PY17X_1021900",-4.74077061660958,5.98708529870769,650.471176546877,1.3369163037974e-10,8.04096747769409e-10
"PY17X_1106500",5.18057678122341,7.83421920729897,649.279958683318,1.34933708431464e-10,8.10583586650102e-10
"PY17X_0616000",3.45953954725963,7.44984937390147,647.564680042878,1.36746544995541e-10,8.20479269973249e-10
"PY17X_1121000",5.83857206125575,5.57396632208909,647.204219266829,1.37131200850438e-10,8.21792299171427e-10
"PY17X_1315500",3.45017958136716,5.29541518239895,647.040255404348,1.37306598311165e-10,8.21849639166828e-10
"PY17X_1013700",4.17712024320828,8.41516521000833,646.847444949887,1.37513197126195e-10,8.22093371480605e-10
"PY17X_1032700",-3.34433615949215,6.31968973943559,646.296057711615,1.3810606954176e-10,8.24642988733689e-10
"PY17X_1233600",4.56609328230081,9.76134786461531,645.118241796033,1.39382768228115e-10,8.31264740479586e-10
"PY17X_0300500",5.73227767188291,4.51657450674371,644.275693343898,1.40304713302746e-10,8.34833778944737e-10
"PY17X_0925500",-4.07354573818336,4.91432383589338,644.263501983594,1.40318106913028e-10,8.34833778944737e-10
"PY17X_0212100",3.30731977781576,8.57142782991295,643.338333940254,1.41338984103565e-10,8.39899286831254e-10
"PY17X_0914100",5.59775395494439,9.69023430058743,642.564637806415,1.42199542583586e-10,8.44001117418267e-10
"PY17X_0933300",3.43676258729444,10.1723113362501,641.988557834048,1.42844368589698e-10,8.45204973654321e-10
"PY17X_1002800",-4.41016489930634,6.078678588985,641.987744780381,1.42845281135577e-10,8.45204973654321e-10
"PY17X_1422700",3.49433766658285,5.83699883923631,641.926538854054,1.42913996755916e-10,8.45204973654321e-10
"PY17X_0109600",5.22026273701189,3.51979675142848,641.125707945584,1.43816737085491e-10,8.4953009415458e-10
"PY17X_1122800",-3.9307301507572,5.56406266912587,640.818061082676,1.44165344693556e-10,8.5057553369198e-10
"PY17X_1351100",-5.84593299024376,4.65910690308541,640.522927116692,1.44500723149064e-10,8.51540527855839e-10
"PY17X_0711500",-3.57509536578715,5.70227897199505,639.523034861638,1.45643914223459e-10,8.57258003434043e-10
"PY17X_1042500",3.84947767483129,7.33697046449335,636.748135048584,1.48873590283665e-10,8.7522836707692e-10
"PY17X_1454300",3.70106094503521,6.49701481856119,636.384610320365,1.49303006338147e-10,8.76712913995092e-10
"PY17X_0824400",-5.00639573032323,5.45962064069644,635.676619313928,1.50143583197854e-10,8.80605441808951e-10
"PY17X_0816900",6.96891740327422,6.34708345723456,635.190695060253,1.50723781473013e-10,8.82963429054672e-10
"PY17X_1147600",2.90764670558545,6.61429694556471,634.33448046217,1.51752645681091e-10,8.87941100348862e-10
"PY17X_1102300",-3.45293185841347,7.39931375101784,633.952091018685,1.52214852104892e-10,8.89595291311141e-10
"PY17X_0720300",3.59441018135481,6.83541671253591,633.292372178185,1.53016238081468e-10,8.93225531132808e-10
"PY17X_1465600",-5.10623859003518,7.57894556937407,632.528907639718,1.53949952484317e-10,8.97012634107169e-10
"PY17X_0930900",-4.42382058046723,4.79557898352511,632.424545318796,1.54078115708966e-10,8.97012634107169e-10
"PY17X_0940400",-5.65224417627136,9.94244077644753,632.318901102296,1.54207983103169e-10,8.97012634107169e-10
"PY17X_0836700",3.89553645982884,6.56174943561205,631.882109326839,1.54746317759006e-10,8.99088805174246e-10
"PY17X_1350600",-3.75722300234192,5.71233378210786,631.558600195294,1.55146482950662e-10,8.99673736929642e-10
"PY17X_1231000",-3.90855658219721,4.98958552944101,631.507295861068,1.55210057521155e-10,8.99673736929642e-10
"PY17X_1248500",3.18156036469207,5.57974382549343,629.842973600701,1.57289422376665e-10,9.1066165572284e-10
"PY17X_0418400",3.02076184540105,5.84516925049696,629.205346890391,1.58094870305871e-10,9.13982690048885e-10
"PY17X_1132400",3.0686986498966,7.2103424954593,629.097278519957,1.58231870068996e-10,9.13982690048885e-10
"PY17X_1118100",3.34838846843956,11.1907052858734,628.509224739826,1.58979845998941e-10,9.17234128953148e-10
"PY17X_0945400",3.108131755413,7.72798036975149,627.36864448934,1.60442693990647e-10,9.24597664439121e-10
"PY17X_0612400",3.22853021605954,8.0502777402456,626.067870002692,1.62130684703451e-10,9.33240038780843e-10
"PY17X_0317400",-4.64112983033708,5.26216195384951,625.337301312342,1.63088039079465e-10,9.36048474839592e-10
"PY17X_1118000",4.50726270809292,9.10063593967335,625.285290126245,1.63156453072503e-10,9.36048474839592e-10
"PY17X_1345200",5.24156688210417,5.01760953573543,625.263438522235,1.63185206267435e-10,9.36048474839592e-10
"PY17X_1458300",3.99225645882805,7.71480836508144,624.672865899967,1.63964603851777e-10,9.39431880565786e-10
"PY17X_1432900",-2.9416840029275,8.23703846864616,624.30366291895,1.64454113577531e-10,9.41148483706979e-10
"PY17X_1333900",5.6594965738745,10.0329280838763,623.968197753518,1.64900407330139e-10,9.42614093112076e-10
"PY17X_1216900",-3.94309080611435,6.00532824305648,623.716212593739,1.65236593955159e-10,9.43447649356873e-10
"PY17X_0314800",4.08262786173275,5.67253904879821,622.933940731584,1.66285496198325e-10,9.48343980620134e-10
"PY17X_0105800",5.0420142541449,5.78612063758361,622.325957156306,1.67106205625438e-10,9.51929143769736e-10
"PY17X_1133000",5.71694358675647,10.3920349397335,622.08367697055,1.67434605314048e-10,9.52704826563054e-10
"PY17X_1461500",3.0981519072271,7.63274579500767,621.433425458977,1.68319812599948e-10,9.5664333858411e-10
"PY17X_0825500",-6.86667611907252,6.82951093435838,620.037579112282,1.70238987854565e-10,9.65409458156204e-10
"PY17X_1116900",3.07837306405622,8.78142941251823,620.028331862419,1.70251789029161e-10,9.65409458156204e-10
"PY17X_0508400",6.53272069930583,9.7984352297728,619.475072942496,1.71019775922427e-10,9.68181391463544e-10
"PY17X_1019600",-3.01020985925992,7.50150893293911,619.394952302217,1.7113133553714e-10,9.68181391463544e-10
"PY17X_0928300",-3.40612313427886,5.55059850622992,618.633438166268,1.72196018806912e-10,9.73094035583872e-10
"PY17X_0412900",3.34900740725889,8.62340987072253,618.267472747721,1.72710496224502e-10,9.74889771399352e-10
"PY17X_1010100",3.53366400831191,8.63454851860585,616.881259904299,1.7467598243275e-10,9.84862535764174e-10
"PY17X_1012200",3.21965938349828,9.59731570522603,615.214732945371,1.77074432798188e-10,9.97251010167978e-10
"PY17X_0934700",-4.78713992627637,3.69447919698791,614.39073003414,1.78274867220533e-10,1.00210537523097e-09
"PY17X_0310600",-4.46130553319055,4.96373085386481,614.345673492142,1.78340787117377e-10,1.00210537523097e-09
"PY17X_0914900",3.52076383203868,7.77568171339581,614.058307925899,1.78761903038858e-10,1.0033340786643e-09
"PY17X_1016500",-2.83785578127113,6.96169998380731,613.042095420515,1.80260662851139e-10,1.01060163471747e-09
"PY17X_1325400",4.58617253296235,7.07635682271723,612.873561057498,1.80510675394441e-10,1.01069554521197e-09
"PY17X_0610100",-4.13936799864617,4.22293307574347,612.756024127056,1.80685281085111e-10,1.01069554521197e-09
"PY17X_0837100",3.1475436300103,6.4373206803769,611.722668431116,1.82229093545545e-10,1.01818194770205e-09
"PY17X_1231700",-3.17334710098504,5.75495786438437,608.93983021927,1.86465666994747e-10,1.04068000633554e-09
"PY17X_1325900",4.02370429109362,6.03221952086684,606.700048507488,1.89961221182832e-10,1.05899641415311e-09
"PY17X_0929300",-3.04268310812737,9.53282384838355,605.909655415582,1.91213424251322e-10,1.06439530841423e-09
"PY17X_0302800",4.74291761144383,8.02489875850224,605.808373867289,1.91374594694561e-10,1.06439530841423e-09
"PY17X_1341600",3.92399850454305,6.56713761768919,605.683222385906,1.91573973992229e-10,1.06439530841423e-09
"PY17X_1120100",3.82382879562632,6.0075811009863,605.066484064795,1.92560136576924e-10,1.06867641307417e-09
"PY17X_0614800",3.86727592981692,8.06116726497598,604.173788988003,1.93998324135382e-10,1.07545379688473e-09
"PY17X_1122200",3.17706254127209,6.17709796899433,603.202617771051,1.95577550476889e-10,1.0829970281156e-09
"PY17X_1430400",7.39746290956234,7.71610828411114,602.512850313365,1.96708522720526e-10,1.08801554701306e-09
"PY17X_0505300",2.794487913909,6.44183135591497,602.382631912684,1.96922910748731e-10,1.08801554701306e-09
"PY17X_0615100",5.72598226864644,3.60194904477076,601.904239154309,1.97712925247436e-10,1.09114232532506e-09
"PY17X_1027700",-5.5568137538818,5.50130222465967,601.773692472655,1.97929166760943e-10,1.09114232532506e-09
"PY17X_1336500",3.33203531501426,7.73859977099484,600.853958088143,1.99460681587195e-10,1.09836348660682e-09
"PY17X_1434200",4.10959716221362,7.12777228806887,600.538784075724,1.99988756310514e-10,1.10004914125961e-09
"PY17X_1318100",-4.28575337053736,4.55250611316633,600.111554433864,2.00707251197498e-10,1.10277731367494e-09
"PY17X_1352500",-4.56762487623519,5.2637432356653,599.619204687557,2.0153909273017e-10,1.10612153219349e-09
"PY17X_0523400",2.8467790959874,7.4953668171865,598.606974324549,2.03262273244157e-10,1.11434494048456e-09
"PY17X_1456500",-3.27082585465511,6.45342249783707,597.316747159669,2.05484306762765e-10,1.12528201581907e-09
"PY17X_0814100",3.56602187149826,7.11360205996828,597.144278955897,2.05783527303589e-10,1.12567677849513e-09
"PY17X_1119600",3.72664441345834,7.62022633643113,596.401646320718,2.07077909039643e-10,1.13150839823646e-09
"PY17X_1450500",-4.45704408710441,6.33457611683947,595.699188633275,2.0831123387497e-10,1.13699391529114e-09
"PY17X_0813200",-4.26624540994563,4.60944963470323,594.862292114515,2.09792078469874e-10,1.14381687667403e-09
"PY17X_1028700",-3.28359424263752,8.04558371864968,593.663086581032,2.11936006691541e-10,1.15423609798162e-09
"PY17X_0608200",3.17928631850127,7.26743480756204,592.798160659039,2.13498581028441e-10,1.16146977780127e-09
"PY17X_1335000",3.39850121128671,6.7378972141941,592.400429976168,2.14221741489453e-10,1.16412604256769e-09
"PY17X_0826300",4.13466670824021,8.37677022784876,592.245654801871,2.14503947452206e-10,1.16438287357408e-09
"PY17X_1459400",3.68099915118421,10.1304080827168,592.062039727041,2.14839314568701e-10,1.16492739934626e-09
"PY17X_0622700",3.43893498999939,6.36904602838022,590.662093436044,2.17416984813975e-10,1.17761593086127e-09
"PY17X_1341500",-3.96330546645051,5.05949800877434,590.522521350187,2.17675995118395e-10,1.17773169411219e-09
"PY17X_0714100",4.72060325431066,7.48612502829399,590.263911138415,2.18156885484826e-10,1.17904637345998e-09
"PY17X_0837300",2.92933493038676,8.84880132026524,589.594298870447,2.19407955053907e-10,1.18451614950671e-09
"PY17X_1006900",-5.31380902275377,3.9250603089438,589.000891204059,2.20523821558695e-10,1.1885020971718e-09
"PY17X_0626600",2.95293066319154,7.45801862498445,588.884772139459,2.20742969210637e-10,1.1885020971718e-09
"PY17X_0926900",-3.21379858822607,6.10072339535454,588.819798970371,2.20865704498634e-10,1.1885020971718e-09
"PY17X_1100013",3.5352222832245,7.15800560538679,588.210077744273,2.22021460732615e-10,1.19342555248464e-09
"PY17X_0606651",3.69460931010824,7.42160969327189,588.036358622395,2.2235207618668e-10,1.19390778936207e-09
"PY17X_0416800",4.34266752333309,7.51084057531053,587.512788660669,2.233520798846e-10,1.19797933756286e-09
"PY17X_1222300",-5.09146501690887,10.1429199956393,587.235657189039,2.23883568821951e-10,1.19953185630442e-09
"PY17X_0917900",2.88232769056252,8.07526869548331,585.46929641673,2.27306890391345e-10,1.21655826002106e-09
"PY17X_0932200",3.42760113375503,8.52794980194344,585.124260761763,2.27982877250602e-10,1.21885991332685e-09
"PY17X_1236800",2.88086972769474,8.17121563513048,584.444431579343,2.2932183036894e-10,1.22469718890998e-09
"PY17X_0941800",8.51445203336255,6.83001825800989,583.874433286334,2.30451716811755e-10,1.22940657537035e-09
"PY17X_1229600",2.74655460313649,7.18321416636212,582.718646945137,2.32763284701602e-10,1.23957960478817e-09
"PY17X_1013200",4.08089846790423,8.55172685559078,582.671144671186,2.32858880560489e-10,1.23957960478817e-09
"PY17X_1456200",4.16676802966066,8.5207809926167,582.5447264786,2.33113519349263e-10,1.23960365010187e-09
"PY17X_1117900",-2.82829429453247,8.36887899127164,580.772415855838,2.36718693925062e-10,1.25742534522252e-09
"PY17X_0604200",3.32214854946883,6.79832201269933,579.749198591021,2.388304350138e-10,1.26728440677558e-09
"PY17X_0701100",2.78065390989944,7.93905332598933,579.547985108267,2.3924834983016e-10,1.26814419439387e-09
"PY17X_0927000",4.70801334573962,8.70813735385914,579.422211459516,2.39510022211813e-10,1.26817486119845e-09
"PY17X_0303600",6.71676154448133,6.88272517934545,579.29326495891,2.39778650973321e-10,1.26824225637543e-09
"PY17X_0607700",-3.48759679412265,5.75765543842853,578.804306948252,2.40800554044425e-10,1.27110240281854e-09
"PY17X_1313500",3.76459974265504,9.19583247545075,578.789130241201,2.40832355981963e-10,1.27110240281854e-09
"PY17X_1115000",3.93303846617754,7.11415002146309,577.196049254436,2.4419867058423e-10,1.28749852278239e-09
"PY17X_0605100",-4.37206061859788,3.59608138483003,576.855349643455,2.4492588139116e-10,1.28996032749691e-09
"PY17X_0903000",-4.72511685700076,4.72869118441998,576.648728195987,2.45368168379471e-10,1.29091787949964e-09
"PY17X_1416300",2.82852233598442,7.10584972011606,576.391620918204,2.45919857554965e-10,1.29244837120086e-09
"PY17X_1357200",-3.31477361151801,5.93148005135416,575.325994381413,2.48222298569064e-10,1.30316706748759e-09
"PY17X_1040900",3.05038469659899,6.63947593082887,574.371434535753,2.50306674055151e-10,1.3127194461559e-09
"PY17X_0926100",3.52840244997673,9.79062274252428,572.575634490498,2.542849754278e-10,1.33217371904881e-09
"PY17X_1426200",-2.74506809135963,6.67550910498797,571.41382937619,2.56899053215346e-10,1.34444742105096e-09
"PY17X_0307300",4.22801001992092,8.42645740878149,571.118067262973,2.57569644034592e-10,1.34653497450995e-09
"PY17X_1035500",3.0159361354391,8.77498286184675,569.254884800585,2.61842542696332e-10,1.36743060232141e-09
"PY17X_1216100",-7.40528064776137,3.68692036923914,568.946954527868,2.62556863068226e-10,1.36873382151435e-09
"PY17X_1144100",3.04385501950115,8.01566749669133,568.90926895771,2.62644443958867e-10,1.36873382151435e-09
"PY17X_1452200",2.87817381182874,8.54215571971955,568.773989917695,2.62959118920114e-10,1.36893423673118e-09
"PY17X_0826700",3.14634433230691,9.75294787693552,568.449268392955,2.6371630051603e-10,1.37143545158179e-09
"PY17X_0619300",-2.67519553215513,6.10887162219541,568.289025130366,2.64090914062606e-10,1.37194399380951e-09
"PY17X_0605000",-4.34145173106057,4.19837159748064,567.788363351632,2.65265456784964e-10,1.37420028965372e-09
"PY17X_0309800",3.73398703791837,6.19690061076624,567.588491543657,2.65736095524495e-10,1.37420028965372e-09
"PY17X_1324700",2.99175486580339,8.61402601871366,567.587626836449,2.65738133820642e-10,1.37420028965372e-09
"PY17X_1100009",-9.38862208811579,4.21570366276238,567.544945490062,2.65838765932807e-10,1.37420028965372e-09
"PY17X_1137700",-3.28218668364738,5.98102616608142,567.514050148039,2.65911637969717e-10,1.37420028965372e-09
"PY17X_0619200",-5.75746376081264,5.17678918444357,566.710460529005,2.67815458860502e-10,1.38259730636734e-09
"PY17X_1236900",3.60250072254555,9.31947152036715,566.267905341246,2.68870893592082e-10,1.38660161149049e-09
"PY17X_1436700",3.8359608083103,4.67588099493912,566.126013342504,2.69210339101497e-10,1.38690898189919e-09
"PY17X_1030200",3.18521147665142,7.52189395806613,565.962021674297,2.69603291615793e-10,1.38749108333112e-09
"PY17X_1131000",8.15243700073925,9.50596465556303,565.842622373737,2.69889824450469e-10,1.38752486512088e-09
"PY17X_1403300",-6.11563568412396,3.89471689286432,565.353663198475,2.7106702649059e-10,1.39213283242214e-09
"PY17X_1362800",4.32863562164431,7.75810884068416,562.702824395584,2.77556993726426e-10,1.42398805477036e-09
"PY17X_0206000",3.41226818239073,8.26585373335406,562.223650917048,2.78749875381375e-10,1.42862914414694e-09
"PY17X_0412500",-2.88388984402296,6.15396537454998,561.960207625897,2.79408316807721e-10,1.43052439886267e-09
"PY17X_0813700",-3.2329729180462,5.16717622816961,561.74674685265,2.79943197493444e-10,1.43149388534549e-09
"PY17X_1111200",2.9673126689806,8.1255210468856,561.654248100219,2.80175356897725e-10,1.43149388534549e-09
"PY17X_0110400",2.77111051705013,10.7750141995942,561.177285097878,2.81376129290358e-10,1.43614840037386e-09
"PY17X_1008700",2.83506566606021,7.19214650119328,561.040098366113,2.81722640587646e-10,1.43643766126788e-09
"PY17X_1433100",3.4995725692917,8.60232906294865,560.184353404012,2.83895665103698e-10,1.44602971865769e-09
"PY17X_0830000",2.86563906685105,7.94404893227343,559.739903218651,2.8503217759598e-10,1.44969669263956e-09
"PY17X_0617300",2.96834517315832,7.14944625180321,559.674211367284,2.85200620525336e-10,1.44969669263956e-09
"PY17X_1418600",4.69152377858235,9.81253781283911,559.28983497507,2.8618860292193e-10,1.45322819270603e-09
"PY17X_1426300",-3.59687829962822,8.16718103579898,558.222460676737,2.88953660635662e-10,1.46576698271274e-09
"PY17X_1460600",3.79946491219795,4.8941255368283,556.822060078917,2.92630025240267e-10,1.48289816471448e-09
"PY17X_1037900",-3.42195205345393,4.91410562694213,556.648642682459,2.93089165027332e-10,1.48370776493918e-09
"PY17X_1344000",3.31363175273127,6.29053006683988,556.146535066927,2.94423409304898e-10,1.48894124134191e-09
"PY17X_1359300",-7.22355607727819,6.03384988491363,555.620230691206,2.95829753082579e-10,1.49403797812649e-09
"PY17X_0521200",-6.18403496100902,4.81750780055052,555.543983441963,2.9603415950771e-10,1.49403797812649e-09
"PY17X_0828100",2.94941644862267,6.95955207864111,554.894119350791,2.97783208298379e-10,1.50133629738227e-09
"PY17X_0621900",2.59213030068903,10.2088574245822,554.602918776315,2.98570953973451e-10,1.50377809745165e-09
"PY17X_1371000",-2.81467115130824,6.6218864096759,553.633007912079,3.0121274999649e-10,1.51554354211432e-09
"PY17X_0922000",-2.51368484382382,6.82423877450879,552.869518963734,3.03311975712631e-10,1.52455796311541e-09
"PY17X_1357600",-3.36444973441748,6.09596235011326,552.499815395724,3.04334764580874e-10,1.52814903066141e-09
"PY17X_0525600",3.67436645235088,10.1311826158281,552.357844906781,3.04728622708655e-10,1.52857799002439e-09
"PY17X_1126300",-2.98981366937751,5.9774706708908,552.16005502617,3.05278352658688e-10,1.52939242825893e-09
"PY17X_0507200",-3.53479882448312,5.83449299989736,552.027955043089,3.05646166844691e-10,1.52939242825893e-09
"PY17X_1128800",-4.41973207270479,4.03480566180057,551.966748776862,3.05816766829016e-10,1.52939242825893e-09
"PY17X_0623400",-4.09903667398065,4.24092261711306,551.593100891303,3.06860706142702e-10,1.53075116645177e-09
"PY17X_1304500",-5.29050622550082,4.70937581988785,551.517708903304,3.07071860896827e-10,1.53075116645177e-09
"PY17X_1129300",-3.74074129968284,5.29037409639365,551.507478261591,3.0710052783594e-10,1.53075116645177e-09
"PY17X_0405800",4.00478797691506,9.64277319871836,551.427788737454,3.07323932731944e-10,1.53075116645177e-09
"PY17X_1144800",-5.47237845073277,3.45417228550775,551.043079666027,3.08405178705038e-10,1.53459444343591e-09
"PY17X_0214200",-4.57766309041923,5.82625503047788,550.772316957706,3.09168899258041e-10,1.53685161958159e-09
"PY17X_1332900",3.3757781622597,7.23391314453404,550.349805414422,3.10365168148763e-10,1.54125227790107e-09
"PY17X_1013900",2.91354496100854,7.82531921283179,549.352807031452,3.13210001111615e-10,1.55243759471786e-09
"PY17X_0517400",2.87497524648412,6.05913598059366,549.340934078941,3.13244066730804e-10,1.55243759471786e-09
"PY17X_0925000",-3.7206676385133,5.11859667471788,548.611275166917,3.15346114312206e-10,1.56094056559712e-09
"PY17X_1108800",-4.10467431776657,4.91588173963081,548.527105602021,3.1558967851661e-10,1.56094056559712e-09
"PY17X_0625100",-5.03537704057138,11.1534196090008,546.951431381866,3.20191038400105e-10,1.58212042503581e-09
"PY17X_0713500",-3.84998660050775,5.17242373343081,546.281945576711,3.22170354598791e-10,1.5900746563728e-09
"PY17X_0519800",-3.39948422320902,5.53454745380586,546.190279450387,3.2244249993032e-10,1.5900746563728e-09
"PY17X_1426900",3.17018299110609,6.66237571717372,546.029388179438,3.22920830878977e-10,1.59085053462844e-09
"PY17X_0508200",-3.47060762702588,5.52135737570184,544.915355610527,3.26256230234893e-10,1.60568607452247e-09
"PY17X_0618400",4.60448298858214,8.36402333404734,544.408590224262,3.27787098957885e-10,1.6116199032096e-09
"PY17X_0943800",4.41189460013557,6.02570921109632,543.4103288172,3.30827903165277e-10,1.62495846192975e-09
"PY17X_1211400",-3.91395280094244,6.18165929965984,543.164245676036,3.31582670514627e-10,1.62705318323811e-09
"PY17X_1138700",3.23227002122978,8.02164117657089,541.860480759764,3.35615992719627e-10,1.6452154895336e-09
"PY17X_1366800",-3.9115826928666,4.08985959206935,541.041761687458,3.38178764849971e-10,1.65614027529294e-09
"PY17X_1128200",-7.04510798792396,3.98143800580661,540.533278553357,3.3978220762853e-10,1.66235007009575e-09
"PY17X_1135100",7.18251589743547,5.93028007204471,539.855683707505,3.41933072510388e-10,1.67122318280225e-09
"PY17X_1364500",3.45922761500257,6.85340298451171,539.727994400498,3.42340212499561e-10,1.67156462379096e-09
"PY17X_1241600",2.78762448340394,7.39157991286534,538.750649344384,3.45475765504765e-10,1.68521446244254e-09
"PY17X_1137300",-5.96599663817918,5.41781092931476,538.207576309138,3.47232908252537e-10,1.69212024906546e-09
"PY17X_1006200",-4.32903764572172,4.27042732421642,537.782790988844,3.48614774474397e-10,1.69718548359048e-09
"PY17X_0610400",3.60586868185184,6.71196520741403,537.229251608802,3.50425367548001e-10,1.70432592891844e-09
"PY17X_1309600",-9.20021628957368,3.11691262096258,536.40936424707,3.53127868999151e-10,1.71578599878411e-09
"PY17X_0503400",7.14517639479205,4.61913792285625,535.317163431481,3.56766771446312e-10,1.73176897089904e-09
"PY17X_1305200",3.01154900123004,6.57550648293869,534.087486013148,3.60917490533397e-10,1.75020262532634e-09
"PY17X_1458100",2.94567446596662,7.49620343186589,533.347063723861,3.63444599004559e-10,1.76073453828602e-09
"PY17X_1203100",-13.4911724948887,4.14935533999232,1166.08088858338,3.64448550308344e-10,1.7638740384064e-09
"PY17X_1423500",-4.06205600911937,9.36029556074386,532.681858176703,3.65733044646113e-10,1.76813743061952e-09
"PY17X_1320200",2.96191258562829,6.11006197339147,532.59214909063,3.66042978978133e-10,1.76813743061952e-09
"PY17X_1127800",3.12683659699869,8.9196980508277,532.28183425719,3.67117504366417e-10,1.77160112136316e-09
"PY17X_1131300",2.65752747360964,7.09160771770545,531.999049366863,3.68099987143962e-10,1.77461433490805e-09
"PY17X_1319700",-8.29671069338628,3.83531774336056,531.384557548968,3.70245780214267e-10,1.7832245740932e-09
"PY17X_1329500",2.72138237342112,7.67415878319094,530.760589479666,3.72439982626584e-10,1.79169386686929e-09
"PY17X_1014600",-3.19324599000729,5.5442492845319,530.679217106179,3.72727275371719e-10,1.79169386686929e-09
"PY17X_1247800",2.80581379800532,8.83718089138234,529.409413247351,3.77244943089223e-10,1.81165304064941e-09
"PY17X_0830900",4.10535797471758,7.86908432202902,529.267133969682,3.77755207128633e-10,1.81234734417183e-09
"PY17X_1414100",-6.79817132655714,4.22647896583815,528.597085394583,3.80169359945418e-10,1.8210760006131e-09
"PY17X_0624800",4.3730464526535,8.07345708798694,528.558358130335,3.8030945533385e-10,1.8210760006131e-09
"PY17X_1009300",2.56143869492436,7.41573950989878,527.484342754877,3.84219394839346e-10,1.83802251044768e-09
"PY17X_1121300",6.02438072397625,3.7356519506594,526.982124516318,3.86064193656155e-10,1.84506667672122e-09
